peak,chr,start,end,summit,category,location
peak_89476,21,42888461,42888794,42888537,Other,Active enhancer
peak_89478,21,42896087,42896314,42896197,Group 1,Active enhancer
peak_89484,21,42967728,42967858,42967782,Other,Promoter
peak_89493,21,43015346,43015504,43015427,Other,Promoter
peak_89497,21,43021884,43022088,43021976,Other,Promoter
peak_89501a,21,43038941,43039259,43038998,Group 1,Active enhancer
peak_89503,21,43078696,43078813,43078765,Other,Promoter
peak_89504,21,43079115,43079291,43079202,Other,Promoter
peak_89507,21,43113740,43114094,43113902,Upregulated,Other region
peak_89509,21,43131695,43131857,43131785,Other,Promoter
peak_89511b,21,43134846,43135203,43135121,Group 1,Active enhancer
peak_89512a,21,43141191,43141537,43141335,Group 1,Other region
peak_89513,21,43170444,43170575,43170510,Other,Promoter
peak_89514,21,43170963,43171064,43171004,Other,Promoter
peak_89515,21,43171181,43171360,43171276,Other,Promoter
peak_89518a,21,43178707,43179292,43178773,Other,Promoter
peak_89519,21,43182071,43182226,43182167,Other,Other region
peak_89521,21,43198504,43198758,43198617,Other,Promoter
peak_89522,21,43199145,43199225,43199183,Upregulated,Promoter
peak_89523b,21,43203824,43204084,43204007,Group 2,Active enhancer
peak_89529,21,43246929,43247107,43247060,Other,Other region
peak_89530,21,43253487,43253600,43253535,Other,Promoter
peak_89533,21,43328076,43328212,43328160,Other,Promoter
peak_89534b,21,43328562,43328762,43328703,Other,Promoter
peak_89539,21,43371681,43371810,43371742,Other,Other region
peak_89541a,21,43378626,43378791,43378656,Other,Other region
peak_89545,21,43381806,43381983,43381901,Other,Other region
peak_89546,21,43396787,43396903,43396860,Other,Active enhancer
peak_89547,21,43398120,43398279,43398192,Other,Promoter
peak_89548,21,43400306,43400423,43400360,Other,Promoter
peak_89554,21,43457546,43457683,43457623,Other,Promoter
peak_89556,21,43473965,43474125,43474054,Other,Promoter
peak_89557,21,43485288,43485555,43485434,Other,Promoter
peak_89559,21,43492863,43492982,43492926,Other,Other region
peak_89560,21,43527412,43527673,43527537,Other,Promoter
peak_89562,21,43556728,43556889,43556823,Other,Other region
peak_89563,21,43559045,43559184,43559110,Other,Promoter
peak_89568,21,43606058,43606175,43606121,Other,Promoter
peak_89569,21,43606467,43606604,43606547,Other,Promoter
peak_89570,21,43611923,43612137,43612091,Group 2,Other region
peak_89571,21,43625413,43625550,43625478,Other,Other region
peak_89573,21,43669790,43669988,43669893,Other,Promoter
peak_89577,21,43701899,43702110,43702027,Other,Promoter
peak_89580,21,43719040,43719164,43719107,Other,Other region
peak_89582,21,43741343,43741483,43741441,Group 2,Other region
peak_89584b,21,43742030,43742282,43742153,Group 1,Other region
peak_89587,21,43801367,43801626,43801556,Other,Promoter
peak_89591,21,43851833,43851985,43851922,Other,Other region
peak_89597,21,43959638,43959769,43959688,Other,Other region
peak_89600a,21,43991484,43991800,43991531,Upregulated,Promoter
peak_89601b,21,43991884,43992059,43992006,Other,Promoter
peak_89602,21,43996373,43996469,43996431,Other,Other region
peak_89603,21,44003142,44003349,44003231,Other,Promoter
peak_89605,21,44009116,44009202,44009169,Other,Promoter
peak_89606,21,44013387,44013534,44013467,Other,Promoter
peak_89609,21,44026554,44026660,44026622,Other,Other region
peak_89611,21,44055696,44055802,44055745,Other,Other region
peak_89616,21,44081625,44081777,44081686,Other,Promoter
peak_89618c,21,44094063,44094516,44094436,Other,Active enhancer
peak_89620a,21,44117813,44117974,44117857,Other,Other region
peak_89622,21,44131728,44131868,44131810,Other,Other region
peak_89624d,21,44158051,44158412,44158367,Upregulated,Other region
peak_89626,21,44198396,44198522,44198463,Other,Other region
peak_89629,21,44220696,44220849,44220767,Other,Other region
peak_89653a,21,44555796,44555997,44555835,Other,Promoter
peak_89654,21,44556208,44556315,44556261,Other,Promoter
peak_89659,21,44565000,44565093,44565030,Other,Promoter
peak_89661,21,44581010,44581224,44581125,Other,Promoter
peak_89662,21,44581532,44581678,44581583,Other,Promoter
peak_89673,21,44672236,44672576,44672413,Other,Active enhancer
peak_89674,21,44680344,44680494,44680396,Other,Active enhancer
peak_89676,21,44683633,44683925,44683747,Group 2,Active enhancer
peak_89677a,21,44684336,44684685,44684410,Other,Promoter
peak_89678,21,44685034,44685147,44685098,Other,Promoter
peak_89684,21,44726251,44726403,44726320,Other,Other region
peak_89686,21,44730276,44730413,44730333,Other,Active enhancer
peak_89687,21,44730909,44731003,44730956,Other,Active enhancer
peak_89689b,21,44731548,44731971,44731876,Other,Promoter
peak_89690,21,44732133,44732414,44732190,Other,Promoter
peak_89691,21,44732550,44732705,44732649,Other,Active enhancer
peak_89692,21,44739512,44739655,44739562,Group 2,Other region
peak_89697,21,44772723,44772835,44772790,Other,Promoter
peak_89698,21,44773234,44773429,44773303,Other,Promoter
peak_89702,21,44792411,44792549,44792468,Other,Active enhancer
peak_89703,21,44792863,44792966,44792900,Other,Active enhancer
peak_89713,21,44857188,44857381,44857269,Other,Promoter
peak_89714,21,44857486,44857571,44857530,Other,Promoter
peak_89724,21,44954888,44955020,44954938,Other,Other region
peak_89731,21,45034637,45034742,45034688,Other,Other region
peak_89735,21,45060528,45060652,45060591,Other,Other region
peak_89746,21,45133421,45133607,45133509,Group 1,Active enhancer
peak_89747,21,45136759,45136884,45136810,Group 1,Other region
peak_89753,21,45173154,45173261,45173209,Other,Other region
peak_89756,21,45187720,45187846,45187797,Other,Promoter
peak_89757,21,45188144,45188278,45188195,Other,Promoter
peak_89762,21,45209523,45209690,45209646,Other,Promoter
peak_89764,21,45210006,45210156,45210076,Other,Promoter
peak_89765,21,45213956,45214187,45214073,Other,Other region
peak_89767,21,45216962,45217116,45217035,Other,Other region
peak_89769b,21,45219945,45220209,45220164,Group 1,Other region
peak_89772a,21,45267908,45268389,45267994,Other,Promoter
peak_89775,21,45286174,45286353,45286255,Other,Other region
peak_89781c,21,45305534,45305967,45305890,Other,Active enhancer
peak_89783,21,45315639,45315748,45315695,Other,Other region
peak_89787,21,45331560,45331720,45331638,Other,Other region
peak_89788,21,45336911,45337101,45336957,Other,Other region
peak_89792,21,45342918,45343030,45342975,Other,Other region
peak_89793,21,45348816,45348979,45348899,Other,Promoter
peak_89794,21,45349404,45349565,45349511,Other,Promoter
peak_89797,21,45363772,45364007,45363902,Other,Promoter
peak_89799,21,45366454,45366576,45366483,Other,Promoter
peak_89807,21,45382092,45382205,45382146,Other,Promoter
peak_89808,21,45385614,45385737,45385662,Other,Promoter
peak_89810,21,45386397,45386557,45386492,Other,Promoter
peak_89811,21,45386809,45386929,45386851,Other,Other region
peak_89812,21,45400161,45400250,45400204,Other,Other region
peak_89813,21,45404121,45404244,45404173,Other,Other region
peak_89822,21,45510379,45510571,45510467,Other,Promoter
peak_89832,21,45543072,45543190,45543103,Other,Other region
peak_89833,21,45547838,45547933,45547876,Group 1,Other region
peak_89834,21,45548496,45548648,45548566,Other,Other region
peak_89835b,21,45553569,45553740,45553684,Group 2,Other region
peak_89836,21,45554457,45554653,45554571,Other,Active enhancer
peak_89841,21,45568577,45568804,45568702,Group 2,Other region
peak_89842,21,45587379,45587524,45587462,Other,Other region
peak_89845a,21,45605946,45606150,45606029,Other,Other region
peak_89847b,21,45612911,45613126,45613057,Other,Promoter
peak_89849,21,45618352,45618525,45618432,Other,Other region
peak_89850a,21,45618585,45618877,45618733,Other,Other region
peak_89852,21,45623966,45624112,45624057,Other,Active enhancer
peak_89853,21,45626091,45626322,45626156,Other,Promoter
peak_89854b,21,45626649,45626962,45626819,Other,Active enhancer
peak_89855,21,45627662,45627841,45627725,Other,Promoter
peak_89857,21,45650696,45650924,45650741,Other,Other region
peak_89860,21,45658009,45658179,45658094,Upregulated,Active enhancer
peak_89864,21,45669150,45669334,45669195,Other,Other region
peak_89867,21,45684667,45684830,45684780,Other,Promoter
peak_89868,21,45684962,45685087,45685035,Other,Promoter
peak_89869,21,45685490,45685759,45685628,Other,Promoter
peak_89872,21,45690142,45690353,45690239,Other,Other region
peak_89873,21,45694637,45694738,45694694,Other,Other region
peak_89874,21,45703937,45704173,45704025,Group 1,Other region
peak_89876a,21,45712078,45712437,45712169,Group 2,Promoter
peak_89879,21,45717864,45717956,45717904,Other,Promoter
peak_89881,21,45722324,45722466,45722399,Other,Other region
peak_89882,21,45733547,45733656,45733592,Other,Promoter
peak_89883,21,45734104,45734366,45734220,Other,Promoter
peak_89885,21,45758422,45758614,45758480,Other,Promoter
peak_89888,21,45766271,45766353,45766318,Other,Other region
peak_89892,21,45792754,45792886,45792818,Other,Other region
peak_89893a,21,45793236,45793500,45793340,Group 1,Other region
peak_89899,21,45815942,45816080,45816024,Other,Promoter
peak_89903,21,45819605,45819772,45819653,Other,Promoter
peak_89905,21,45821415,45821604,45821524,Other,Other region
peak_89908,21,45824150,45824286,45824213,Other,Other region
peak_89911,21,45835086,45835308,45835215,Other,Other region
peak_89912,21,45835601,45835757,45835701,Group 2,Other region
peak_89913,21,45836609,45836709,45836653,Other,Active enhancer
peak_89914,21,45836880,45836991,45836919,Other,Active enhancer
peak_89915,21,45837101,45837211,45837150,Other,Active enhancer
peak_89917,21,45840277,45840495,45840409,Other,Promoter
peak_89918,21,45840937,45841096,45841002,Other,Active enhancer
peak_89919,21,45841590,45841759,45841651,Other,Promoter
peak_89920b,21,45852790,45853003,45852900,Other,Active enhancer
peak_89921,21,45853552,45853751,45853641,Other,Active enhancer
peak_89922b,21,45854601,45854887,45854833,Other,Active enhancer
peak_89924a,21,45870663,45870900,45870738,Other,Active enhancer
peak_89926b,21,45871457,45871732,45871646,Other,Promoter
peak_89928,21,45872056,45872171,45872102,Other,Promoter
peak_89931a,21,45890708,45891059,45890805,Other,Promoter
peak_89935,21,45905195,45905355,45905276,Other,Promoter
peak_89939,22,644,758,686,Other,Active enhancer
peak_89940,22,850,950,898,Other,Active enhancer
peak_89941,22,1328,1483,1390,Other,Active enhancer
peak_89943,22,7028,7274,7131,Other,Promoter
peak_89945,22,11262,11440,11345,Other,Promoter
peak_89946,22,11961,12056,12011,Other,Active enhancer
peak_89949,22,18755,18975,18891,Other,Active enhancer
peak_89953a,22,26920,27194,27036,Group 2,Other region
peak_89958,22,47909,48143,47961,Other,Other region
peak_89967,22,71868,71974,71931,Other,Other region
peak_89969,22,73467,73684,73548,Other,Other region
peak_89971a,22,80075,80468,80182,Other,Promoter
peak_89972,22,80738,80887,80802,Group 2,Promoter
peak_89974,22,93938,94032,94000,Other,Promoter
peak_89975,22,94216,94355,94292,Other,Promoter
peak_89976a,22,94477,94875,94551,Other,Promoter
peak_89979,22,105251,105467,105317,Other,Promoter
peak_89990,22,155643,155841,155779,Other,Promoter
peak_89993,22,161125,161278,161185,Other,Promoter
peak_89994,22,161388,161535,161474,Other,Promoter
peak_89997,22,189671,189916,189780,Other,Active enhancer
peak_89999,22,195113,195211,195158,Other,Other region
peak_90000c,22,195396,195752,195681,Group 2,Other region
peak_90002,22,201423,201631,201493,Other,Other region
peak_90004,22,207664,207795,207730,Other,Active enhancer
peak_90005b,22,208284,208597,208481,Other,Active enhancer
peak_90006,22,219124,219214,219162,Other,Other region
peak_90012,22,307902,308056,307952,Other,Other region
peak_90013,22,309826,309918,309872,Group 1,Active enhancer
peak_90015,22,311660,311887,311733,Group 2,Other region
peak_90022,22,335739,336121,335973,Other,Promoter
peak_90023,22,336277,336406,336352,Other,Promoter
peak_90024,22,341078,341202,341119,Other,Other region
peak_90025,22,344946,345081,344996,Other,Promoter
peak_90026,22,347324,347498,347401,Other,Promoter
peak_90027,22,353845,353997,353927,Other,Promoter
peak_90028a,22,354328,354658,354399,Other,Promoter
peak_90029,22,359030,359204,359155,Other,Other region
peak_90034,22,367536,367732,367658,Other,Promoter
peak_90036,22,373062,373155,373117,Other,Promoter
peak_90039,22,396460,396825,396637,Other,Promoter
peak_90042,22,404672,404883,404767,Other,Other region
peak_90045,22,412405,412523,412444,Other,Active enhancer
peak_90046b,22,413024,413290,413204,Other,Promoter
peak_90048,22,413841,414069,413961,Other,Promoter
peak_90050,22,421275,421380,421321,Other,Active enhancer
peak_90051,22,422294,422381,422350,Other,Active enhancer
peak_90052a,22,422523,422782,422594,Other,Active enhancer
peak_90063,22,465509,465656,465569,Other,Promoter
peak_90064,22,469810,469938,469885,Other,Other region
peak_90066,22,473525,473670,473591,Other,Other region
peak_90068,22,495975,496192,496115,Other,Other region
peak_90075,22,506894,507009,506953,Other,Promoter
peak_90077,22,507521,507592,507556,Group 2,Active enhancer
peak_90078,22,508209,508500,508260,Other,Promoter
peak_90080,22,513672,513883,513733,Group 1,Active enhancer
peak_90087,22,544270,544437,544371,Other,Other region
peak_90088,22,546506,546653,546574,Other,Other region
peak_90089,22,547371,547562,547491,Other,Promoter
peak_90091,22,557561,557812,557692,Other,Promoter
peak_90092b,22,557904,558101,558038,Other,Promoter
peak_90094,22,565010,565145,565075,Other,Active enhancer
peak_90095,22,565653,565872,565759,Other,Active enhancer
peak_90096,22,566154,566290,566207,Other,Active enhancer
peak_90100,22,583692,583821,583725,Other,Other region
peak_90103,22,606023,606255,606150,Other,Promoter
peak_90104,22,607154,607370,607278,Other,Promoter
peak_90105,22,607746,608004,607884,Other,Promoter
peak_90107b,22,611843,612068,612012,Other,Active enhancer
peak_90108,22,616892,617122,617043,Other,Promoter
peak_90109,22,618085,618185,618141,Other,Other region
peak_90110,22,621547,621716,621615,Other,Promoter
peak_90112,22,637317,637513,637423,Other,Other region
peak_90115,22,654041,654233,654093,Other,Other region
peak_90120,22,669775,669959,669882,Other,Active enhancer
peak_90122,22,680773,680958,680839,Other,Other region
peak_90128,22,696783,696947,696824,Other,Promoter
peak_90131b,22,698478,698759,698649,Group 1,Active enhancer
peak_90132,22,709439,709742,709622,Other,Active enhancer
peak_90134c,22,718294,718743,718588,Other,Promoter
peak_90136,22,729894,730021,729951,Other,Other region
peak_90137,22,734761,734897,734823,Other,Active enhancer
peak_90138,22,735571,735730,735628,Other,Active enhancer
peak_90139,22,737053,737449,737242,Other,Promoter
peak_90141,22,750990,751076,751042,Other,Other region
peak_90143a,22,754815,755252,754904,Other,Active enhancer
peak_90144,22,756416,756591,756488,Other,Active enhancer
peak_90145,22,758713,758919,758782,Other,Active enhancer
peak_90146,22,760757,760941,760859,Other,Active enhancer
peak_90148,22,769154,769260,769210,Other,Other region
peak_90150,22,772886,773073,773004,Other,Other region
peak_90152,22,775642,775756,775688,Other,Promoter
peak_90153,22,780883,781011,780947,Other,Other region
peak_90154,22,782868,783095,782964,Other,Active enhancer
peak_90155,22,784060,784162,784114,Other,Promoter
peak_90156,22,784742,784893,784828,Other,Active enhancer
peak_90157,22,785857,786024,785933,Other,Active enhancer
peak_90158,22,786149,786298,786234,Other,Promoter
peak_90159,22,786464,786543,786491,Other,Promoter
peak_90160,22,789854,789991,789934,Other,Promoter
peak_90165,22,813202,813411,813267,Other,Other region
peak_90167,22,817361,817667,817473,Other,Promoter
peak_90168,22,819983,820163,820090,Other,Other region
peak_90172,22,834011,834240,834138,Other,Promoter
peak_90176a,22,845818,846231,845912,Other,Other region
peak_90178,22,861162,861294,861241,Other,Other region
peak_90179b,22,864556,864686,864655,Other,Other region
peak_90180,22,866171,866288,866232,Other,Promoter
peak_90183,22,878002,878150,878061,Other,Other region
peak_90184,22,880966,881082,881027,Other,Promoter
peak_90185,22,881250,881439,881320,Other,Promoter
peak_90186,22,881659,881845,881756,Other,Promoter
peak_90188,22,883919,884048,883983,Other,Promoter
peak_90190,22,892716,892845,892802,Other,Other region
peak_90191,22,901575,901724,901656,Other,Other region
peak_90195,22,910741,910879,910809,Other,Promoter
peak_90202,22,957419,957566,957474,Other,Other region
peak_90204,22,968312,968433,968361,Other,Promoter
peak_90206,22,978693,978909,978769,Upregulated,Promoter
peak_90209,22,997704,997839,997761,Other,Promoter
peak_90210,22,1002994,1003208,1003124,Other,Other region
peak_90211,22,1006557,1006906,1006691,Other,Promoter
peak_90214,22,1029280,1029421,1029366,Other,Other region
peak_90216,22,1044284,1044487,1044382,Other,Other region
peak_90217,22,1045183,1045350,1045263,Other,Other region
peak_90219,22,1066669,1066917,1066778,Other,Other region
peak_90223,22,1088741,1088930,1088846,Other,Active enhancer
peak_90227,22,1106094,1106245,1106176,Other,Other region
peak_90229,22,1137802,1138071,1137933,Other,Promoter
peak_90230,22,1145828,1146076,1145892,Other,Other region
peak_90232,22,1169184,1169352,1169228,Other,Active enhancer
peak_90233a,22,1170272,1170560,1170336,Other,Promoter
peak_90234,22,1175910,1176141,1175982,Other,Other region
peak_90236b,22,1189796,1190073,1189967,Other,Active enhancer
peak_90245,22,1236822,1236927,1236888,Other,Promoter
peak_90247b,22,1245062,1245457,1245342,Other,Promoter
peak_90248a,22,1248739,1249092,1248827,Group 1,Active enhancer
peak_90250,22,1254302,1254417,1254349,Group 2,Active enhancer
peak_90251a,22,1254577,1254769,1254628,Group 2,Active enhancer
peak_90253,22,1261498,1261748,1261627,Other,Promoter
peak_90254,22,1262530,1262641,1262580,Other,Active enhancer
peak_90257,22,1276505,1276686,1276594,Other,Promoter
peak_90258a,22,1282287,1282609,1282413,Group 1,Active enhancer
peak_90259,22,1284962,1285188,1285097,Upregulated,Promoter
peak_90260,22,1291534,1291686,1291608,Other,Promoter
peak_90261,22,1292442,1292606,1292549,Other,Active enhancer
peak_90263,22,1297774,1297917,1297864,Group 1,Active enhancer
peak_90264,22,1300372,1300628,1300480,Group 1,Promoter
peak_90267,22,1311934,1312061,1312010,Other,Active enhancer
peak_90268,22,1312926,1313097,1312999,Other,Promoter
peak_90274,22,1352134,1352262,1352198,Other,Promoter
peak_90275,22,1352598,1352735,1352654,Other,Promoter
peak_90278,22,1377319,1377453,1377396,Other,Promoter
peak_90282,22,1396375,1396472,1396429,Other,Promoter
peak_90286,22,1421158,1421297,1421211,Other,Promoter
peak_90289,22,1425889,1426113,1426016,Other,Other region
peak_90290,22,1428000,1428092,1428027,Other,Active enhancer
peak_90305,22,1490911,1490994,1490946,Other,Other region
peak_90307,22,1501585,1501689,1501636,Other,Promoter
peak_90308,22,1517282,1517382,1517336,Other,Promoter
peak_90310,22,1526020,1526121,1526049,Other,Promoter
peak_90315b,22,1554172,1554390,1554327,Group 1,Active enhancer
peak_90318,22,1568261,1568358,1568315,Other,Promoter
peak_90319,22,1575784,1576008,1575904,Other,Active enhancer
peak_90320,22,1585259,1585337,1585294,Other,Active enhancer
peak_90323,22,1599434,1599521,1599476,Other,Active enhancer
peak_90324,22,1609927,1610013,1609970,Other,Promoter
peak_90326,22,1615673,1615767,1615717,Other,Promoter
peak_90328,22,1630627,1630749,1630705,Other,Promoter
peak_90330,22,1641474,1641558,1641523,Other,Promoter
peak_90336,22,1660359,1660448,1660402,Other,Promoter
peak_90338,22,1680565,1680664,1680620,Other,Promoter
peak_90339b,22,1691223,1691427,1691345,Other,Promoter
peak_90342,22,1708689,1708835,1708762,Other,Promoter
peak_90344,22,1725442,1725585,1725524,Other,Promoter
peak_90346,22,1734072,1734236,1734147,Other,Active enhancer
peak_90347,22,1744082,1744184,1744140,Other,Active enhancer
peak_90349,22,1751563,1751701,1751646,Other,Promoter
peak_90350,22,1761522,1761641,1761593,Other,Active enhancer
peak_90351,22,1767395,1767475,1767438,Other,Promoter
peak_90353,22,1786064,1786289,1786220,Other,Promoter
peak_90356,22,1804835,1804924,1804879,Other,Active enhancer
peak_90360,22,1821665,1821745,1821709,Other,Promoter
peak_90361,22,1836693,1836809,1836766,Other,Promoter
peak_90363,22,1843994,1844154,1844081,Other,Other region
peak_90367,22,1868896,1869015,1868961,Other,Promoter
peak_90373,22,1930515,1930674,1930600,Other,Promoter
peak_90374,22,1938398,1938590,1938455,Other,Other region
peak_90377,22,1950428,1950535,1950488,Other,Other region
peak_90379,22,1955457,1955588,1955541,Upregulated,Promoter
peak_90381,22,1965790,1965925,1965850,Upregulated,Other region
peak_90384,22,1982709,1982819,1982755,Upregulated,Active enhancer
peak_90389,22,2013738,2013906,2013847,Other,Other region
peak_90390,22,2015587,2015717,2015661,Other,Active enhancer
peak_90401,22,2073896,2073986,2073939,Other,Active enhancer
peak_90402,22,2081146,2081254,2081209,Upregulated,Active enhancer
peak_90411,22,2120793,2120891,2120852,Upregulated,Promoter
peak_90415,22,2143075,2143177,2143114,Other,Promoter
peak_90418,22,2159978,2160141,2160062,Other,Promoter
peak_90419,22,2160890,2160959,2160923,Other,Active enhancer
peak_90425,22,2206461,2206629,2206546,Group 1,Active enhancer
peak_90426,22,2207487,2207556,2207512,Other,Promoter
peak_90441a,22,2315950,2316148,2316021,Other,Promoter
peak_90444,22,2328214,2328384,2328323,Other,Promoter
peak_90446,22,2345713,2345809,2345764,Other,Promoter
peak_90448,22,2357316,2357421,2357373,Other,Promoter
peak_90452,22,2384294,2384377,2384337,Other,Promoter
peak_90455,22,2403000,2403205,2403062,Group 1,Promoter
peak_90456,22,2409120,2409260,2409181,Other,Promoter
peak_90457,22,2409643,2409760,2409695,Other,Promoter
peak_90460,22,2429018,2429130,2429061,Group 1,Other region
peak_90462,22,2432377,2432490,2432416,Other,Other region
peak_90463,22,2438661,2438764,2438716,Upregulated,Active enhancer
peak_90465,22,2449952,2450062,2450018,Other,Active enhancer
peak_90466b,22,2452358,2452589,2452550,Other,Promoter
peak_90469,22,2472385,2472600,2472451,Other,Active enhancer
peak_90470,22,2479976,2480084,2480034,Other,Active enhancer
peak_90471,22,2488343,2488445,2488403,Other,Active enhancer
peak_90472,22,2500103,2500221,2500142,Other,Active enhancer
peak_90479,22,2532591,2532725,2532638,Other,Other region
peak_90483,22,2549008,2549170,2549045,Other,Promoter
peak_90487,22,2582826,2582933,2582885,Upregulated,Active enhancer
peak_90488,22,2591939,2592099,2591999,Other,Active enhancer
peak_90490,22,2603675,2603803,2603710,Other,Other region
peak_90492,22,2614291,2614394,2614347,Other,Active enhancer
peak_90493,22,2622225,2622361,2622297,Other,Active enhancer
peak_90499,22,2648890,2648981,2648940,Other,Promoter
peak_90509,22,2715752,2715838,2715798,Other,Promoter
peak_90516,22,2752388,2752558,2752469,Other,Promoter
peak_90521,22,2801414,2801538,2801488,Other,Promoter
peak_90526,22,2819554,2819661,2819616,Other,Promoter
peak_90529,22,2829436,2829558,2829510,Other,Active enhancer
peak_90535,22,2887500,2887669,2887565,Other,Active enhancer
peak_90536,22,2888380,2888492,2888426,Other,Active enhancer
peak_90537,22,2889877,2890027,2889913,Upregulated,Active enhancer
peak_90538,22,2890892,2891051,2890924,Upregulated,Active enhancer
peak_90539,22,2891692,2891805,2891733,Other,Active enhancer
peak_90544b,22,2928792,2929220,2929115,Other,Promoter
peak_90545,22,2937472,2937602,2937536,Other,Promoter
peak_90548,22,2944784,2944866,2944823,Other,Other region
peak_90550,22,2958963,2959156,2959074,Other,Promoter
peak_90556,22,3006426,3006667,3006582,Other,Other region
peak_90568a,22,3116283,3116590,3116340,Other,Active enhancer
peak_90569,22,3116720,3116843,3116789,Other,Active enhancer
peak_90580,22,3150409,3150609,3150499,Other,Active enhancer
peak_90581b,22,3151917,3152433,3152378,Other,Promoter
peak_90582,22,3153806,3153957,3153897,Other,Promoter
peak_90587c,22,3182359,3182874,3182794,Other,Promoter
peak_90588,22,3184513,3184611,3184554,Other,Promoter
peak_90590,22,3188944,3189047,3189007,Other,Active enhancer
peak_90595,22,3211758,3211958,3211821,Group 2,Other region
peak_90596,22,3214358,3214501,3214447,Other,Other region
peak_90599,22,3232420,3232562,3232481,Other,Promoter
peak_90600,22,3251370,3251494,3251449,Other,Active enhancer
peak_90603,22,3269709,3269842,3269795,Group 1,Other region
peak_90604,22,3270444,3270671,3270526,Group 2,Other region
peak_90605,22,3275929,3276051,3275983,Other,Promoter
peak_90606,22,3277887,3278050,3277952,Other,Other region
peak_90607b,22,3283774,3284264,3284118,Group 2,Promoter
peak_90611,22,3297045,3297245,3297127,Group 1,Active enhancer
peak_90612,22,3299020,3299304,3299165,Other,Promoter
peak_90613,22,3308872,3309040,3308955,Upregulated,Active enhancer
peak_90618,22,3353726,3353830,3353775,Other,Other region
peak_90620a,22,3357134,3357398,3357202,Other,Other region
peak_90621,22,3357505,3357702,3357618,Other,Other region
peak_90623,22,3371112,3371235,3371173,Group 1,Active enhancer
peak_90624,22,3371352,3371549,3371432,Group 2,Active enhancer
peak_90625,22,3377229,3377332,3377275,Other,Other region
peak_90629,22,3399173,3399291,3399224,Other,Other region
peak_90649,22,3680814,3681155,3680974,Upregulated,Promoter
peak_90651,22,3692025,3692219,3692089,Other,Other region
peak_90658,22,3700206,3700376,3700258,Other,Active enhancer
peak_90659,22,3707741,3707901,3707819,Other,Active enhancer
peak_90670a,22,3755802,3755943,3755850,Other,Other region
peak_90680,22,3844734,3844853,3844808,Other,Other region
peak_90686b,22,3874175,3874430,3874292,Group 2,Other region
peak_90692,22,3923143,3923504,3923342,Group 2,Active enhancer
peak_90694a,22,3940484,3940749,3940552,Other,Active enhancer
peak_90702,22,3998104,3998284,3998181,Group 2,Other region
peak_90705,22,4001674,4001858,4001768,Other,Other region
peak_90714,22,4082967,4083077,4083024,Other,Other region
peak_90715,22,4097374,4097496,4097442,Other,Other region
peak_90716a,22,4097570,4097819,4097650,Other,Other region
peak_90718,22,4161688,4161808,4161736,Other,Other region
peak_90722,22,4172201,4172292,4172237,Other,Other region
peak_90724,22,4194149,4194377,4194273,Other,Other region
peak_90725,22,4197884,4198069,4197967,Group 1,Other region
peak_90731,22,4251353,4251515,4251408,Other,Other region
peak_90733b,22,4257867,4258202,4258075,Other,Other region
peak_90734a,22,4262273,4262643,4262379,Other,Other region
peak_90737,22,4284757,4284856,4284797,Other,Other region
peak_90740,22,4312941,4313207,4313146,Other,Promoter
peak_90744b,22,4345183,4345362,4345322,Other,Other region
peak_90748,22,4385578,4385707,4385653,Other,Other region
peak_90750,22,4407801,4408022,4407875,Other,Promoter
peak_90753,22,4438400,4438677,4438557,Upregulated,Active enhancer
peak_90754b,22,4439290,4439548,4439463,Other,Promoter
peak_90755,22,4447349,4447530,4447423,Other,Promoter
peak_90757,22,4455812,4455973,4455900,Other,Other region
peak_90758,22,4462773,4463019,4462904,Other,Other region
peak_90759b,22,4471182,4471505,4471363,Other,Active enhancer
peak_90760a,22,4479451,4479754,4479541,Other,Active enhancer
peak_90762,22,4488354,4488494,4488425,Other,Promoter
peak_90765,22,4520125,4520238,4520195,Other,Other region
peak_90768,22,4553678,4553824,4553745,Other,Other region
peak_90779,22,4649091,4649393,4649326,Other,Promoter
peak_90784,22,4692776,4692992,4692829,Group 2,Active enhancer
peak_90788,22,4698399,4698567,4698468,Group 1,Active enhancer
peak_90792,22,4707509,4707716,4707553,Other,Promoter
peak_90795,22,4734820,4734940,4734859,Other,Other region
peak_90798,22,4744087,4744216,4744133,Other,Other region
peak_90802b,22,4755597,4755855,4755718,Other,Other region
peak_90803a,22,4759839,4760275,4759957,Other,Promoter
peak_90804,22,4768961,4769219,4769100,Other,Promoter
peak_90806,22,4782719,4782805,4782765,Other,Other region
peak_90808,22,4796073,4796189,4796137,Group 2,Active enhancer
peak_90809,22,4796693,4796986,4796804,Group 1,Active enhancer
peak_90810,22,4797998,4798169,4798067,Group 1,Promoter
peak_90811,22,4798548,4798900,4798729,Other,Promoter
peak_90813,22,4818262,4818417,4818332,Other,Active enhancer
peak_90814b,22,4818755,4818872,4818843,Other,Active enhancer
peak_90816,22,4844086,4844256,4844158,Other,Other region
peak_90821,22,4861923,4862170,4862007,Group 1,Other region
peak_90826,22,4947865,4948034,4947917,Other,Promoter
peak_90836,22,4989840,4989974,4989917,Other,Promoter
peak_90844,22,5073050,5073180,5073108,Other,Other region
peak_90848,22,5098270,5098459,5098366,Other,Active enhancer
peak_90849,22,5099736,5099907,5099846,Other,Promoter
peak_90850,22,5107198,5107413,5107294,Group 2,Promoter
